"","Trend_Time","Trend","Trend_Q0.025","Trend_Q0.975","Number_of_Routes","Region","trend_type"
"270","Short-term",-4.80235427981832,-7.94713002081164,-1.12511429280941,6,"US-OK-22","Short"
"271","Short-term",-6.64755908830099,-10.6570037738573,-2.02229669063943,11,"US-OK-25","Short"
"272","Short-term",-1.20386316796838,-3.95605192624114,1.53612495239141,63,"CA-ON-12","Short"
"273","Short-term",-2.53670327549868,-4.03905333093821,-1.10604063887112,67,"CA-ON-13","Short"
"274","Short-term",-10.5181648797126,-17.8644070135753,-2.72807221348212,18,"CA-ON-8","Short"
"275","Short-term",-1.96179007805323,-8.18753465738159,4.09342730684497,17,"US-OR-10","Short"
"276","Short-term",-0.319010937850045,-2.81317909474941,2.2168628985523,33,"US-OR-5","Short"
"277","Short-term",-1.17055268825152,-4.53557353034781,2.3572258232365,43,"US-OR-9","Short"
"278","Short-term",-2.11460777015111,-4.67108797039914,0.693049052944737,7,"US-PA-13","Short"
"279","Short-term",-1.05863975715759,-2.30921715463968,0.449116331944909,86,"US-PA-28","Short"
"280","Short-term",-1.06299385818054,-3.91047816236931,1.90535710660742,14,"US-PA-29","Short"
"281","Short-term",0.773303032003003,-2.32370270527109,3.61120342161228,39,"CA-QC-12","Short"
"282","Short-term",-4.33357262765073,-7.23242570073081,-1.25765481249792,23,"CA-QC-13","Short"
"283","Short-term",-3.1300723521811,-6.57821201519016,0.442264413148288,35,"CA-QC-14","Short"
"284","Short-term",-7.17824537886435,-13.6133939163889,-0.273713665300155,24,"CA-QC-8","Short"
"285","Short-term",4.09051274328903,-5.11888247143621,14.566063512021,4,"US-RI-30","Short"
